,place,confidence
1766,제주송당풍림 노키즈 또한번의도약 다들노력중 풍요로운커피생활 브뤠베,0.293874
1767,카페 스완네 수성구 맛집,0.228248
1768,통영 바이사이드 ,0.563093
1769,제주브런치맛집 바다앞호텔,0.244532
1770,춘천 ,0.496858
1771,노키즈 아파트 ,0.551216
1772,노키즈카페 ,0.144043
1773,안성 안성카페 진천카페 카페스타그램 서점카페 책방 이월서가 독림서점 서점 정원 가든 가드닝 정원카페 일상 데일리 가볼만한곳 추천 노키즈 예쁘다 가든카페 ,0.412570
1774,안성 진천 힐링 문화공간 피크닉 용인가볼만한곳 진천가볼만한곳 금광저수지 ,0.249469
1775,상점 ,0.298090
1776,노키즈카페 ,0.172631
1777,제주숙소 영어마을 신화월드 ,0.478332
1778,노키즈캠핑장 ,0.719718
1779,오송카페 오송맛집 오송역카페 오송역맛집 청주카페 청주맛집 카페스타그램 어덜트온리 노키즈 노키즈카페 ,0.179861
1780,노키즈 커피가든 ,0.314153
1781,방구부부,0.488712
1782,용인,0.477197
1783,거제도 가조도 가조 가조오션탑라운지 ,0.732612
1784,노키즈,0.487284
1785,포항,0.542781
1786,제주도,0.310461
1787,오송카페 쏭다방,0.393169
1788,양평 ,0.812287
1789,노키즈 그저 행복을뿐이고 시간아 멈추어라끝도없는 수다와 술술술 체력이 아쉬울뿐코로나없음 10차도 끝도 없을텐데 노는게 젤 좋아 좋아하는사람들,0.241363
1790,나무맛집 ,0.394020
1791,소하동 ,0.890615
1792,서울 성동구 한림말3길 29 2층 ,0.641729
1793,오송,0.221038
1794,밤마실 ,0.509236
1795,거제카페 거제핫플 힐링 편집샵 인테리어디자인 오션뷰 힐링공간 가조도 가조 오션탑라운지 ,0.228154
1796,오송카페 오송맛집 오송역카페 오송역맛집 청주카페 청주맛집 카페스타그램 어덜트온리 노키즈 노키즈카페 ,0.203106
1797,양키통닭 ,0.211954
1798,오송카페 오송맛집 오송역카페 오송역맛집 청주카페 청주맛집 카페스타그램 어덜트온리 노키즈 노키즈카페 ,0.188123
1799,오송카페 오송맛집 오송역카페 오송역맛집 청주카페 청주맛집 카페스타그램 어덜트온리 노키즈 노키즈카페 ,0.291163
1800,동네마실 ,0.761136
1801,오송카페 오송맛집 오송역카페 오송역맛집 청주카페 청주맛집 카페스타그램 어덜트온리 노키즈 노키즈카페 ,0.204084
1802,나 퇴사할래,0.454641
1803,예스키즈존 ,0.298005
1804,312펍 312펍금곡점 ,0.652674
1805,제주도 ,0.838761
1806,노튜버존 ,0.680696
1807,오송카페 오송맛집 오송역카페 오송역맛집 청주카페 청주맛집 카페스타그램 어덜트온리 노키즈 노키즈카페 ,0.206506
1808,왔다포항 늘솔길캠핑촌,0.783202
1809,헤밍웨이베이커리카페,0.985011
1810,부곡 온천 부곡크라운호텔 ,0.508628
1811,북한산까페 포인트빌카페 ,0.381013
1812,분당,0.467905
1813,모르고애들 데리고 왔다가 다시 돌아갔던 카페어른이 친구들과 비오는날 나들이갬성충만한자연충만 카페자연충만 노키즈 이쁨이쁨 빵은 맛이가없음,0.323910
1814,오송카페 오송맛집 오송역카페 오송역맛집 프렌치토스트 청주카페 청주맛집 카페스타그램 어덜트온리 노키즈 노키즈카페 ,0.175489
1815,노키즈 캠핑장 ,0.289441
1816,오송카페 ,0.212997
1817,오송카페 오송맛집 오송역카페 오송역맛집 청주카페 청주맛집 카페스타그램 어덜트온리 노키즈 노키즈카페 ,0.137363
1818,다들 건강 조심하세요 빠른 시일내에 업뎃하겠습니다,0.187337
1819,애견카페 ,0.940600
1820,칠곡카페 태전동카페,0.427625
1821,커피택시 ,0.395520
1822,노키즈 소형견만가능 ,0.323208
1823,평창동,0.749999
1824,북한산 플레이 북한산플레이카페 ,0.319504
1825,아주미 ,0.456233
1826,제주도 ,0.822014
1827,제주도,0.723365
1828,딩크,0.354438
1829,삼겹살오픈시간 줄서서 먹기 아 행복해 찐행복 엄마 노는거아냐 사업구상 미팅 한거야 삼겹살그램 고기스타그램 ,0.232286
1830,백령카페힐링팟 ,0.239583
1831,노키즈카페에 대해서는 식물 카페다보니 아이들이 다칠수 잇는 경우가 노출 되어있기때문이라고 하셨어요 20210602,0.222401
1832,노키즈 청소년,0.299216
1833,걸을때마다 예쁜카페,0.472037
1834,계단 ,0.318038
1835,좋은위치에나무와 테라스가 다 한곳 ,0.457559
1836,제주도 ,0.510960
1837,커피가든 멈머존 ,0.482580
1838,히트맨 노키즈 ,0.147396
1839,クォンサンウssi ,0.970774
1840,뷰는덤 ,0.182864
1841,삼산동,0.446146
1842,제주 ,0.672651
1843,강원도 고성 맨션자두 ,0.850440
1844,미사페어링하우스 ,0.466237
1845,14세이하는 못 머문다니,0.273326
1846,낮술 나말구 담엔고모리로가볼래,0.471449
1847,마카롱 맛집 꼬숩 ,0.315418
1848,안산,0.699450
1849,카페성지인곳,0.292630
1850,고양이카페,0.866729
1851,12세이상 입장가능 ,0.493059
1852,묘해,0.555434
1853,서울카페 연남동카페 홍대카페 디저트카페 레이어드연남 스콘맛집 ,0.188328
1854,테라스카페 카페투어,0.349918
1855,딩크 부부 ,0.248029
1856,79층 라운지 ,0.776421
1857,경기도카페,0.410895
1858,레이지펌프 ,0.312793
1859,제주도 ,0.831502
1860,이층,0.304981
1861,부산 ,0.458906
1862,부곡동 ,0.906683
1863,모아니카페 ,0.565810
1864,instakids instamom jake jeju2021 ootd solovely jiyoo317,0.358258
1865,제주 ,0.899740
1866,공사중 ,0.223279
1867,시드니 ,0.137957
1868,조용하고느리게마을 주택가의 차분하고 조용한 한옥카페 문카페이 카페 컨셉너무 맘에든다,0.181298
1869,숲카페 ,0.487931
1870,파주 파베뉴 파베뉴 ,0.716854
1871,하남시카페 ,0.502746
1872,신나신나 코로나,0.256777
1873,군산 첼로네시아 카페,0.967280
1874,거제도,0.886174
1875,커피스위츠바 언니네 집 근처,0.771677
1876,아주미들초행길이라 벌벌떨면서 운전했지만 보람이 있었음 으헤헤헿 담번엔 형아도 함께 노키즈 우행시 조리원칭구들 조동아리 파스타맛집 버거맛집 빵맛집 ,0.156254
1877,응암동 ,0.957788
1878,경주맘 ,0.762226
1879,경주맘 ,0.691348
1880,경주맘 ,0.721192
1881,푸릇푸릇한 산,0.206686
1882,오후한산한 거리,0.654052
1883,순례 황리단길 ,0.933168
1884,2층,0.953852
1885,경주맘 ,0.779828
1886,원주 카페스톤 노키즈 해방 자유시간 찰나의순간 원주카페 ,0.269465
1887,페어몬트앰배서더서울 ,0.304427
1888,영종도애견카페 ,0.560582
1889,경주노키즈존카페엘로우 LLOW 한옥카페 ,0.481541
1890,포항블랑도,0.966410
1891,성주리베볼,0.482646
1892,경주 포항 안강 안강카페 카페논 경주카페 경주맘 ,0.146814
1893,노키즈,0.504147
1894,진해 진해벚꽃 연지공원 꽃구경 전동차실패 겁쟁이 피곤들 아들맘 돌쟁이 흰쥐띠아기 삼촌네마주침기분내려고 파스타집 방문 재료소진두번째 파스타집 ,0.461953
1895,울산,0.253595
1896,성서,0.233930
1897,남한산성 ,0.257212
1898,나도 언냐 밥 먹고싶다 이젠언냐 이젠애기아니야 ,0.364120
1899,도산대로 압구정 ,0.390064
1900,구례 ,0.773434
1901,경기 고양시 덕양구 북한산로 473 90,0.841690
1902,서울 부부그램 ,0.905192
1903,갔더니 노키즈,0.064079
1904,행궁동카페 ,0.653258
1905,플레이그라운드 ,0.597964
1906,청포대해수욕장 ,0.865052
1907,서촌카페 ,0.609522
1908,기흥 고매 카페,0.790598
1909,카페스타그램 노키즈,0.072799
1910,도장깨기 ,0.348240
1911,두더지피자,1.000000
1912,양주카페 ,0.201224
1913,노키즈 뭐니뭐니해도노키즈 유진아보고싶다 지후야보고싶다,0.192614
1914,www goham20 com 60654,0.496805
1915,두리핫플,0.558117
1916,밤마실 ,0.468883
1917,인천공항,0.690612
1918,노남편 ,0.530992
1919,월욜 힘차게 출발합니다 통 통,0.167209
1920,부부스타그램 럽스타그램,0.346068
1921,씬난다,0.440958
1922,대명동카페 앞산카페 대구카페 남구카페 커피맛집 앞산카페거리 ,0.203036
1923,판교 ,0.672096
1924,도나쓰 ,0.406949
1925,너털너털 많이 멀지않은 스톤 ,0.262749
1926,강남 ,0.185583
1927,노키즈,0.189956
1928,두류댕댕 내강아지들과남강아지들과행복한시간 ,0.169543
1929,기강주연못,0.467205
1930,노키즈 육라밸,0.279009
1931,분기별,0.238192
1932,울산 서생 넘좋아 담포 뛰뛰 ,0.835423
1933,울산 서생 넘좋아 담포 뛰뛰 ,0.832113
1934,노키즈 카페 고민 어렵다 ,0.407817
1935,일인용 스키야키라 이시대에 적합함,0.194152
1936,socialdistancing,0.605220
1937,밖,0.520889
1938,라겟,0.790280
1939,야외 앞뜰 ,0.572555
1940,공동주방냉장고 정수기 밥솥 전자렌지 커피포터 식기류,0.359569
1941,2층203호,0.212239
1942,2층 민트방,0.405143
1943,2층 핑크방,0.272246
1944,103호,0.404773
1945,2층 포토존 모두가 이용가능한2층포토존하필겨울이라 뒤가휑하니 젤안이쁠때지만계절마다 창가 모습이 변하는포토존,0.299861
1946,102호,0.371222
1947,1층 아담한방,0.602230
1948,워커힐 ,0.742290
1949,액자만 대롱대롱,0.346279
1950,대전카페 ,0.710144
1951,재열이,0.413594
1952,비눗방울 테스트 너무 많이 나온다,0.442659
1953,2층,0.741571
1954,눈 호강 꽃은 생화지,0.500376
1955,시무룩,1.000000
1956,바랑에르돔 ,0.470338
1957,바베큐 파티,0.494039
1958,걷는즁,0.084234
1959,연탄갬성 ,0.868649
1960,모닥모닥 ,0.539401
1961,반려견동반 개인룸,0.175924
1962,제주도 jeju jejuisland ,0.299342
1963,들어가는 입구 ,0.381832
1964,카페,0.817301
1965,사진이고 나발이고 피곤해,0.216155
1966,시내데이트,1.000000
1967,노티드 노키즈,0.435704
1968,젬스톤 2층갈,0.395405
1969,도깨비풀 잔뜩,0.383647
1970,강서구맛집 방코 강서구방코 피자맛집 강서구피자 ,0.116886
1971,부산,0.619286
1972,간판설치,0.608262
1973,1층 102호룸,0.570065
1974,제주이쁜카페 ,0.661707
1975,맛스타그램,0.212738
1976,그네가 무서운 포도,0.574260
1977,작업딸기 우유색,0.335622
1978,노키즈 지스토브 콤마랜드 골제로 prolog korea ,0.318230
1979,파타고니아 ,0.979012
1980,11월9일 월요일 상큼하게 시작 쇼트앤드 월요일 월요팅 ,0.170230
1981,노키즈 40대 ,0.095092
1982,포시,0.565682
1983,우리 이쁜이들,0.421676
1984,햇살 ,0.930663
1985,12월 오픈,0.551977
1986,울타리 만들기,0.474155
1987,노키즈 까페 ,0.379750
1988,노키즈 바랑에르돔 ,0.588738
1989,바랑에르돔 ,0.391106
1990,커피수혈 ,0.658997
1991,노키즈 딩크 바랑에르돔 ,0.414541
1992,부산 부산진구 ,0.467968
1993,보문관광단지 ,0.706100
1994,크로와상 ,0.153398
1995,우정캠핑 ,0.783549
1996,팀익스플로러 팀익스 익스플로러 익스플로러캠핑 ,0.264579
1997,슨생님 생선은 아주 만족합니다,0.305091
1998,리베볼카페,0.944345
1999,당충전 ,0.125069
2000,ᅥ ,0.265961
2001,노키즈나름 ,0.362783
2002,ᅥᆫ맛집 카페 먹팔 노키즈 노펫,0.103527
2003,tomato allie ,0.369942
2004,신기숲 노키즈 지우야엄마는먼저와봤어 부산,0.235230
2005,행궁동 교동 함박스테이크 ,0.322911
2006,crystal ,0.252933
2007,플로피디스크,0.833065
2008,있는 캠핑장 주말이였음,0.075901
2009,성안동 ,0.186663
2010,양산의 무타블랑 ,0.533959
2011,리베볼 성주카페 ,0.391011
2012,제주카페,0.612945
2013,노마드 노키즈,0.431782
2014,여기는 노와이파이 노펫 ,0.243673
2015,양천구 ,0.532114
2016,네발랜드 개환영카페 ,0.326482
2017,성수동카멜커피 노키즈 라서 소연이는 밖,0.226620
2018,노키즈시간피해서갔다옴 슬프다 노키즈,0.260214
2019,포기몬해 ,0.254534
2020,영상주의송도 진상남,0.286299
2021,평창동 ,0.483640
2022,노키즈 딩크 러프네이쳐화로대,0.238238
2023,딩크 바랑에르돔 ,0.240099
2024,바랑에르돔 ,0.374113
2025,노키즈 장작불 라면,0.169109
2026,혁신도시 빈타이 ,0.359655
2027,바랑에르돔,0.604189
2028,북한산플레이 ,0.946508
2029,성북 성북동 ,0.397410
2030,찾던 고요함,0.155613
2031,이카페,0.823424
2032,뷰맛집 ,0.341748
2033,웨딩사진찍으면 예술이겠는데,0.373267
2034,지난주 우리 채작가 고생했네쓸대없는 소리해서사람 울리기나하고 말이지그나저나 여기는 7세 이상이였나 암튼 어린애들 출입 안되서마음에 들었 남에집귤밭에서 더콘테나 더콘테나카페 일상 일상스타그램,0.117659
2035,풀베개,0.903643
2036,폭풍수다 20200929 ,0.075702
2037,어린이집,0.223411
2038,날씨 좋아서 ,0.477753
2039,노키즈 딩크,0.286699
2040,8세미만 ,0.213953
2041,육미간짜장 제기동맛집 왕좋아 점심영업만함 짜장면맛집 탕수육맛집 노키즈 배고파 배고파그램,0.143650
2042,노키즈 딩크,0.283429
2043,너무 예쁜 카페 ,0.318136
2044,바다를 마주보는 카페,0.624835
2045,탑립커피 코로나니까 ,0.207534
2046,노키즈 ,0.138518
2047,밤닭 맛조으다 콩나물국 술안쥬 부부캠퍼 부부백패커 캠핑 백패킹 ,0.160573
2048,포항 과 경주 사이,0.549433
2049,노키즈 딩크 캠핑 백패킹,0.249155
2050,우리딸은 어른보다 얌전히 책만 보는데 아쉽 평균의 종말 이렇게 같이 있어 줄 땐 왕 사랑스럽지 시츄 반려견 아기시츄,0.154014
2051,추석전에 튀김연습 ,0.135660
2052,노키즈 딩크 캠핑 백패킹,0.231626
2053,노키즈 딩크 캠핑 ,0.202725
2054,노키즈 딩크 캠핑 백패킹,0.271509
2055,모스리틀디퍼 꼴로르타프 ,0.137191
2056,노키즈 딩크 ,0.265309
2057,노키즈 딩크 캠핑 ,0.188941
2058,평창동,0.605875
2059,워커힐 더글라그 하우스,0.566743
2060,제주 ,0.315475
2061,펜션,0.278992
2062,한옥카페 ,0.807519
2063,김녕 어느해변가 ,0.658737
2064,이기 휴가지 진정휴가때는 장마오고 캠핑 백패킹 부부캠퍼 부부백패커 노키즈 딩크,0.177956
2065,제주,0.962486
2066,북한산,0.911351
2067,강릉,0.353065
2068,D 280 ,0.401684
2069,유탑마리나호텔 여행스타그램,0.073508
2070,발라당눕스 ,0.385266
2071,ᆫ 달려왔는데 ,0.108379
2072,제주 클랭블루 ,0.769793
2073,플리즈웨잇 ,0.750704
2074,감성카페 ,0.539856
2075,감성카페 ,0.712626
2076,노키즈 딩크,0.266933
2077,노키즈 어두운 곳이 많아요 ,0.244584
2078,노키즈 1층애들,0.189723
2079,테라스,0.958382
2080,노키즈 황리단길구릉 ,0.277823
2081,신화월드 ,0.733964
2082,커피잔이 안들려 갈곳잃은손 ,0.464012
2083,개울가에핀야생화 고기리 신상카페계곡으로 내려가는 계단 있고숲 속에 둘러쌓인 느낌이 드는 뷰도 일품그러나 노키즈인테리어 컨셉이 살짝 아쉽커피맛 살짝 아쉽그러나 모든걸 커버하는 뷰 맛집,0.317109
2084,2층,0.346471
2085,전주 웨리단길 마타비 카페 ,0.188016
2086,키즈,0.448636
2087,BBQ ,0.542361
2088,부터 ,0.157585
2089,2박3일캠핑 ,0.334178
2090,러브팩토리 ,0.301181
2091,위키드와이프나에겐 로망 같던 곳 ,0.614061
2092,노키즈 좋은사람들 비그만오기를,0.135848
2093,soe,0.193568
2094,여긴 느므느무좋다 ,0.732672
2095,러브팩토리,0.966838
2096,소노펠리체빌리지 ,0.857308
2097,성주까페 ,0.587388
2098,실내,0.387168
2099,pasma ,0.325770
2100,노키즈 제발 봐줌,0.129597
2101,노키즈 자유부부,0.213217
2102,outfit ,0.425179
2103,명지맘 신호동카페 ,0.795745
2104,노키즈,0.404079
2105,제주도 가고 싶은건 안 비밀 가고 싶은 숙소는 노키즈가고 싶은 카페,0.416542
2106,엄빠데이 ,0.279710
2107,lahanselect 야간수영장 ,0.785288
2108,강원도,0.408370
2109,맥주 도 마실 수 있고 ,0.556989
2110,ᆨ ,0.317987
2111,자유부,0.342364
2112,노키즈 먹기바쁨,0.681250
2113,포천 포천카페 고모리 고모리카페 카페숨 포천카페숨 노키즈 노키즈카페 커피 커피스타그램,0.173123
2114,백예진디자이너,0.422053
2115,호수카페,0.341812
2116,아기랑 2층,0.421487
2117,강아지 ,0.778803
2118,급 벙개 ,0.343084
2119,자유부인,0.406630
2120,뮤직룸,0.812890
2121,자매둘이랑 ,0.359892
2122,북한산성,0.355017
2123,해수욕장 차박,0.162323
2124,성남카페 ,0.349024
2125,눈 뜨자마자 머리맡 ,0.484619
2126,노키즈 자매데이트 주말쇼핑 쇼핑스타그램,0.288934
2127,길쌀롱 왠호사 노키즈선선하니 좋구만 맥주 추가요,0.320589
2128,사하구카페,0.702081
2129,광주놀자그램 ,0.111319
2130,강화,0.423798
2131,남다른크라스,0.275353
2132,해운대신도시,0.601785
2133,강화도,0.731816
2134,노키즈 부부스타그램 1일1책 독서스타그램,0.268067
2135,여수,0.642601
2136,너나두리 12팀 전세캠핑 다들 좋은 사람들이라 세상 즐겁고재미있는데 곧 가야한다니,0.085327
2137,술은 낮에 먹는게 찐이얌,0.136771
2138,노키즈 힐링카페 산스타그램 ,0.206555
2139,부산 여행 부산여행 광안리 켄트호텔 스카이라운지 ,0.165336
2140,우리엄마보다 하지말라는게 많음 ,0.355052
2141,만디카페 노키즈 준서없이둘이데이트 괴정뷰맛집 ,0.408777
2142,티라미슈 ,0.693426
2143,좋다 ,0.683219
2144,아들들 학원보내고 초단위 즐기는 힐링 노키즈 그래서 행복했나 아들들 돌아가며 전화하네 찾지마 ,0.104847
2145,노키즈,0.461974
2146,완전오랜만에 자유부인내폰,0.268407
2147,어쩌다 커플룩 체크원피스,0.433376
2148,퍼피야드 ,0.930806
2149,노키즈 부부캠핑 캠핑모임 캠퍼모집 dm환영 수도권,0.188465
2150,김해카페 헤이브 루프탑카페 ,0.503710
2151,황리단길 ,0.368593
2152,노키즈 부부캠핑 캠핑의밤 ,0.147793
2153,강릉 ,0.900871
2154,청도카페 ,0.299583
2155,제주주택 ,0.211777
2156,대부도,0.367023
2157,순성 카페로우 노키즈 13살부터가능,0.189026
2158,분당카페 판교카페 ,0.231711
2159,광명카페 소하동카페 ,0.632655
2160,황리단길 ,0.725340
2161,못가보고아쉽 평지담 루프탑 노키즈,0.077065
2162,북악산,0.717788
2163,포천 카페 ,0.405085
2164,팔공산,0.995163
2165,동명주말농장,0.528206
2166,부산카페추천 ,0.967042
2167,노키즈 입장가능 ,0.461031
2168,노고로시 ,0.492636
2169,까페,0.511493
2170,노키즈 당할판,0.372062
2171,성북동 ,0.448657
2172,엘로우커피사고나니 노키즈 라네 그놈,0.228726
2173,카페,0.645611
2174,고촌 김포 카페 ,0.256715
2175,존맛탱탱,0.878835
2176,경기도애견카페 ,0.745893
2177,오산맘카페 ,0.451993
2178,후르츠 ,0.239521
2179,파인힐캠핑장 조용한캠핑장 ,0.627089
2180,Today,1.000000
2181,분당카페 금곡동카페 ,0.697619
2182,카페 ,0.743507
2183,인스타피드 ,0.395226
2184,뒤란 두리안아님 의왕카페 레고카페 카페스타그램 ,0.152590
2185,레몬파운드케익,1.000000
2186,거제카페 ,0.563191
2187,제주,0.735660
2188,맘카페,0.995130
2189,카페 숨 포천 고모리 카페 ,0.304822
2190,3층과 4층,0.948170
2191,대관문,0.487054
2192,단편영화 노키즈존 민서역,0.297042
2208,노펫존 ,0.178947
2211,무비락 ,0.232855
2212,자쿠지,0.368087
2233,가조도 오션탑라운지 ,0.761947
2234,북한산 계곡 카페 ,0.250390
2235,폭염 애견카페 ,0.620396
2244,주말 데이트,0.347959
2245,안덕면,0.161489
2246,코코컵,1.000000
2247,어제와 달리 우중충한 하늘이,0.377932
2248,미사강변도시,0.782128
2249,주부스타그램 ,0.699740
2250,대구카페 신상카페 용계동,0.126850
2251,대구 왜관 왜관카페 예쁜카페 칠곡 칠곡카페 카페 cafe 대구근교카페 구미,0.289944
2252,송정댁과 외출 너무 소중해,0.268824
2253,2020 02 03 제주도카페 ,0.188398
2254,대구 왜관 왜관카페 예쁜카페 칠곡 칠곡카페 카페 cafe 대구근교카페 구미,0.399654
2255,광교갤러리아 다운타우너 땀땀 곱창쌀국수 버거맛집 쌀국수맛집 수원맛집 광교맛집 ,0.646115
2256,대구 왜관 왜관카페 예쁜카페 칠곡 칠곡카페 카페 cafe 대구근교카페 구미,0.452927
2257,제생각엔 노키즈존 ,0.219047
2258,노키즈 ,0.564570
2260,노키즈 딩크부부,0.478863
2261,영월 히어리캠핑장 ,0.474416
2262,해운대 ,0.591660
2263,홀 테이크 아웃 실외테이블 모두 가능,0.268916
2264,카페,0.513889
2265,스타벅스 ,0.452368
2266,북한산 ,0.661007
2267,생딸기라떼,1.000000
2268,청도네발랜드 ,0.747817
2269,포천 더히로플레이그라운드 더히로 ,0.627744
2270,탑립카페,0.904028
2271,제주도,0.254722
2272,현실은 노키즈 노부엌 ,0.264020
2273,1955년부터의 독일가전 Braun 제품들이 전시되어 있는 노키즈 노펫 모노라보르 카페 ,0.326219
2274,gyeongju ,0.233813
2275,노키즈 신나 탈출 해방 그립다,0.383375
2276,김해 봉리단길 ,0.544348
2277,불금 겟올라잇 ,0.245761
2278,노키즈 ,0.133001
2279,대구,0.363869
2280,달고나시리즈 ,0.867825
2281,한신포차 ,0.788265
2282,진도카페 ,0.707853
2283,브런치 맨모삼천지교 ,0.279250
2284,크로아상 ,0.495063
2285,천안키즈카페루프트탑,0.391308
2286,2층,0.917146
2287,만석장 백년가게 북한산둘레길 ,0.306496
2288,회비탕진잼,0.516885
2289,파라다이스시티호텔 씨메르 ,0.342290
2290,춘천카페 남춘천카페,0.228767
2291,경주 황리단길 ,0.872352
2292,서울여대학보 서울여대 ,0.325616
2293,쥬에 한남 한남동맛집 딤섬 북경오리 ,0.290010
2294,우헤헤 ,0.474309
2295,노키즈 ,0.700612
2296,엘리브 ,0.308020
2297,광명카페 ,0.428485
2298,세부 세부,0.243650
2299,에버주민 송년회 회관 ,0.354926
2300,이태원 ,0.897035
2301,보세유 루프탑,0.459558
2302,In춘천 춘천 가평 ,0.155852
2303,영월 영월와인 ,0.500973
2304,영월핫플 ,0.569441
2305,대구청구교회 ,0.806460
2306,앞산카페 ,0.481218
2307,앞산카페 ,0.413821
2308,2019년끝자락 ,0.738293
2309,노키즈 에스키즈,0.292885
2310,인계동 ,0.832227
2311,영월 ,0.357867
2312,민음사 minumsa books,0.378570
2313,낙도맨션 노키즈,0.382360
2314,요즘 재미있게 읽고 있는 간행물 릿터 wee어쩐 일인지 릿터,0.195212
2316,경주파스타 아덴 ,0.301761
2317,밤마실트리보다작은 아이 이숲 ,0.427486
2318,영화관,0.631799
2319,노키즈 미지근한라,0.424665
2320,Whatever it is 노키즈,0.363063
2321,부산,0.901701
2322,옥산카페 차맛은쏘쏘 ,0.373115
2323,완즈,0.515316
2324,겨울왕국 겨울왕국2 ,0.395360
2325,스타트업 ,0.349347
2326,대만,0.908087
2327,아웃백천호점 스타벅스강동구청dt점 ,0.399086
2328,cctv,0.255221
2329,히로타 그린이맛집 ,0.748996
2330,릴리브 ,0.434611
2331,단독주택 ,0.174616
2332,방산시장 그래서책방 ,0.743916
2333,애플 워치 ,0.317782
2334,극장가,0.403531
2335,청평 가평 ,0.732615
2336,대구라이프 대구에서안암사람들만나기 동대구역 cgv 겨울왕국 눈치게임성공 노키즈 딤딤섬 팔공산케이블카 팔공산,0.214862
2337,한옥 ,0.666262
2338,민음사 ,0.578018
2339,소반봄 ,0.975208
2340,자유부인,0.338672
2341,노키즈 ,0.283242
2342,수원화성행궁 앞에 애견동반 되는 수제버거집 여긴 사장님 아이들과 반려견 리트리버 도 함께 있었는데 너무 좋았다 노키즈 노펫 이런곳이 너무 많은데 ,0.270333
2343,서점 ,0.299189
2344,노키즈 부부모임오랜만에 만나도 어제 만난 듯 넘 즐거운 친구들,0.178738
2345,노키즈 화로대 일상 데일리 커플 맑은물소리캠핑장 ,0.264183
2346,북한산 가을 단풍 카페 포인트빌 ,0.252403
2347,바닐라파레트 ,0.460885
2348,김해애견카페 노키즈 아쉽네 강아지무서워 친구딸램 여리랑친해지기 공주 애견까페동행 새로운경험 실패 잠깐이지만좋다 쫄보여리 도망가기바쁨 날랐다 그와중에 사진건짐 친절하신사장님 시바여리 다음에다시가자 멀어서아쉬움 시바이누그램 소소한일상기록중 이동 일단밥부터먹자 삼량진 ,0.454821
2349,릿터 노키즈 좋다 littor 북스타그램,0.380923
2350,부산카페 ,0.334636
2351,대구 앞산카페 ,0.431625
2352,강추 ,0.922326
2353,강추 ,0.330307
2354,강추 ,0.391264
2355,태종대,0.348798
2356,할로윈캠핑 ,0.268877
2357,노키즈 할로윈캠핑 ,0.304393
2358,민음사,0.595845
2359,클럽메드피놀루 ,0.574678
2360,저출산고령사회위원회 ,0.201594
2361,강원도 춘천 ,0.669639
2362,아이 난리 백화점 ,0.492316
2363,1층,0.116018
2364,쎄스타그램,0.622682
2365,대거창회관,0.614628
2366,애들없음 ,0.683494
2367,은평맥주 맥주집 ,0.592319
2368,제주살롱,0.917223
2369,북한산 북한산입구,0.493956
2370,진주카페 예하리카페 강주연못카페,0.373593
2371,문학잡지 릿터 Littor 민음사 ,0.179507
2372,연남동 ,0.366168
2373,민음사 ,0.807040
2374,릿터 민음사 ,0.887367
2375,릿터 20호 노키즈 릿터20호 릿터 노키즈 민음사 문학잡지 잡지 책 독서 책스타그램 북스타그램 독서스타그램,0.128418
2376,같이 함께 릿터 릿터,0.343570
2377,황순원 문학관,0.949210
2378,민음사 ,0.509937
2379,온량 송리단길 ,0.615660
2380,시 한편어때,0.105457
2381,군산 올드브릭 조양방직 루프탑 노키즈 즐거움 행복 사랑해 1층만 키즈존 2층부터 루프까진 ,0.135609
2382,민음사 ,0.327351
2383,5층,0.996523
2384,격월간 문학잡지 릿터,0.287337
2385,릿터 릿터20호 Littor 민음사 ,0.235506
2386,그레이비,0.347611
2387,민음사 민음북클럽 릿터 ,0.163369
2388,민음사 ,0.803691
2389,영도카페 신기숲 ,0.275291
2390,릿터20 민음사 ,0.400002
2391,수원행궁동 ,0.982702
2392,북한산카페 ,0.417792
2393,광안대교 ,0.408425
2394,노키즈 미스테리아 ,0.387604
2395,노키즈 윌커피로스터스 ,0.246049
2396,김나영 ,0.229564
2397,2층,0.972948
2398,오프라인 서점,0.336546
2399,민음사 ,0.901531
2400,창원마산프랑스,0.077456
2401,아리가또죽정님 카카오 라이언 팝콘통 cgv joker,0.121497
2402,세곡동 롤링핀이 카페 멋지다맛있는 빵과 커피그리고 1층은 분위기 좋은 카페2층엔 키즈동반 손님을 위한 키즈카페롤링핀 사장님 칭찬해요 요즘은 핫 하다는 카페 어딜가도 ,0.432560
2403,호호당주 지리산오토캠핑장 ,0.617644
2404,카페 커피 수원 수원역 수원카페 수원역카페 ,0.132174
2405,대구 수성못 ,0.844379
2406,HBD 파인다이닝 본태 그린이맛집 ,0.477403
2407,카페,0.977423
2408,나홀로 in서울 ,0.633045
2409,천안 ,0.681942
2410,부산카페 추천 2층 ,0.440261
2411,가을주말나들이 ,0.783109
2412,쿠키랑 커피를 맛있게 먹으려고 국수를 먹고 갔다 쿠키도 많이 안달고 맛있어서 트리플 케이크도 먹었다 초콜릿 말차가 꾸덕꾸덕 쫠깃쫠깃 내 서타일소현이도 좋으했던 사블레 쿠키도 서비스로 주시고 고마쯥니다 all pretty da,0.197328
2413,춘천캠핑장 예쁜캠핑장 ,0.172443
2414,잠수교집 ,0.634277
