가게이름,가게종류,별점,후기 개수,후기 링크,리뷰 개수,리뷰 링크,주소,지번주소,운영시간,가게 상세보기,가게 전화번호,가게 URL(M과비슷),SNS/웹 홈페이지
백년유자 2호점,카페,3.6,32건,https://place.map.kakao.com/1209479779#comment,리뷰 63,https://place.map.kakao.com/1209479779#review,경남 남해군 남면 남서대로 768,(지번) 남면 당항리 1484-1,영업시간 매일 10:20 ~ 17:00,https://place.map.kakao.com/1209479779?openhour=1,055-864-6004,no_link,
카이로스 캠핑장,오토캠핑장,5.0,2건,https://place.map.kakao.com/489426551#comment,리뷰 17,https://place.map.kakao.com/489426551#review,충북 충주시 동량면 미라실로 603,(지번) 동량면 지동리 848,Hidden Link,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,상세보기,https://www.instagram.com/kairos3033/,
여여로,카페,3.6,20건,https://place.map.kakao.com/1172721455#comment,리뷰 158,https://place.map.kakao.com/1172721455#review,경기 이천시 신둔면 둔터로162번길 3,(지번) 신둔면 수남리 25,화~일 11:30 ~ 21:00 · 브레이크타임 화~일 16:00 ~ 17:30,https://place.map.kakao.com/1172721455?openhour=1,상세보기,https://place.map.kakao.com/1172721455,https://www.instagram.com/yeoyeoro/
다락,"불고기,두루치기",4.1,8건,https://place.map.kakao.com/1927506871#comment,리뷰 10,https://place.map.kakao.com/1927506871#review,충북 청주시 흥덕구 오송읍 오송생명로 165,(지번) 오송읍 연제리 671,매일 10:00 ~ 22:00,https://place.map.kakao.com/1927506871?openhour=1,043-231-9003,no_link,
돌돌솥,한식,(30),후기 미제공,no_link,리뷰 82,https://place.map.kakao.com/1212712000#review,경남 창원시 성산구 창이대로464번길 22 1층 105호,(지번) 용호동 27-6,화~일 11:30 ~ 21:00 · 브레이크타임 화~일 15:00 ~ 17:00,https://place.map.kakao.com/1212712000?openhour=1,상세보기,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,
매료테이블,양식,3.2,11건,https://place.map.kakao.com/502980310#comment,리뷰 5,https://place.map.kakao.com/502980310#review,경남 창원시 마산합포구 덕동길 31,(지번) 덕동동 196-6,화~일 11:00 ~ 21:00 · 브레이크타임 화~일 15:00 ~ 17:00,https://place.map.kakao.com/502980310?openhour=1,055-286-0448,no_link,https://www.instagram.com/maeryo_table/
1985커피 본사,커피전문점,4.3,6건,https://place.map.kakao.com/27330374#comment,리뷰 19,https://place.map.kakao.com/27330374#review,경기 평택시 고덕면 방축2길 84,(지번) 고덕면 방축리 229-6,영업시간 화~토 10:00 ~ 19:00,https://place.map.kakao.com/27330374?openhour=1,031-663-1985,no_link,http://www.1985coffee.com
연탄불에모든것을,"육류,고기",3.6,7건,https://place.map.kakao.com/21884801#comment,리뷰 17,https://place.map.kakao.com/21884801#review,충북 청주시 서원구 매봉로76번길 39,(지번) 수곡동 174,Hidden Link,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,043-288-0112,https://place.map.kakao.com/21884801,
오하효,카페,4.1,36건,https://place.map.kakao.com/1939909597#comment,리뷰 45,https://place.map.kakao.com/1939909597#review,제주특별자치도 서귀포시 칠십리로 752 2층,(지번) 하효동 600,영업시간 화~일 11:00 ~ 19:00,https://place.map.kakao.com/1939909597?openhour=1,010-2679-4275,no_link,http://www.instagram.com/ohhahyo
멜팅폼,테마카페,3.8,12건,https://place.map.kakao.com/1096938565#comment,리뷰 35,https://place.map.kakao.com/1096938565#review,서울 동대문구 천장산로7길 10-3 지하1층,(지번) 이문동 264-410,매일 10:00 ~ 02:00,https://place.map.kakao.com/1096938565?openhour=1,02-960-2544,no_link,https://www.instagram.com/meltingpom/
오리지원,카페,2.9,11건,https://place.map.kakao.com/1983608847#comment,리뷰 38,https://place.map.kakao.com/1983608847#review,부산 부산진구 서전로68번길 64 2층,(지번) 전포동 339-5,매일 11:00 ~ 20:00,https://place.map.kakao.com/1983608847?openhour=1,상세보기,https://place.map.kakao.com/1983608847,http://www.instagram.com/_origiwon
갤러리카페아이링,갤러리카페,2.8,6건,https://place.map.kakao.com/1386895468#comment,리뷰 4,https://place.map.kakao.com/1386895468#review,경남 창원시 의창구 동읍 대산북로 58,(지번) 동읍 본포리 118-2,화~일 11:00 ~ 20:00,https://place.map.kakao.com/1386895468?openhour=1,055-298-7494,no_link,
담,카페,2.9,23건,https://place.map.kakao.com/15635736#comment,리뷰 29,https://place.map.kakao.com/15635736#review,서울 종로구 효자로 19 1층,(지번) 통의동 35-23,월~금 12:00 ~ 21:00,https://place.map.kakao.com/15635736?openhour=1,상세보기,https://place.map.kakao.com/15635736,
오핸즈하우스,카페,3.8,10건,https://place.map.kakao.com/116159911#comment,리뷰 65,https://place.map.kakao.com/116159911#review,경남 창원시 성산구 외동반림로248번길 19,(지번) 용호동 54-5,매일 11:00 ~ 22:30,https://place.map.kakao.com/116159911?openhour=1,상세보기,https://place.map.kakao.com/116159911,http://www.instagram.com/o_hands_house
토끼네마굿간,이탈리안,3.4,25건,https://place.map.kakao.com/1724575777#comment,리뷰 54,https://place.map.kakao.com/1724575777#review,서울 관악구 남부순환로230길 28 2층,(지번) 봉천동 1611-37,수~일 12:00 ~ 22:00 · 브레이크타임 수~금 15:00 ~ 17:30,https://place.map.kakao.com/1724575777?openhour=1,02-879-0911,no_link,http://blog.naver.com/rabbitstable
수우 하남본점,테마카페,4.0,14건,https://place.map.kakao.com/997316937#comment,리뷰 43,https://place.map.kakao.com/997316937#review,경기 하남시 신장동로29번안길 25,(지번) 신장동 581-5,매일 10:00 ~ 21:00,https://place.map.kakao.com/997316937?openhour=1,상세보기,https://place.map.kakao.com/997316937,https://www.instagram.com/__soowoo/
호반레스토랑,양식,4.5,4건,https://place.map.kakao.com/8160410#comment,리뷰 26,https://place.map.kakao.com/8160410#review,경북 칠곡군 동명면 한티로 121,(지번) 동명면 구덕리 496-1,매일 11:00 ~ 23:00,https://place.map.kakao.com/8160410?openhour=1,054-977-2666,no_link,
두낫헤지테이트,카페,3.0,2건,https://place.map.kakao.com/854151979#comment,리뷰 44,https://place.map.kakao.com/854151979#review,대구 북구 동천로 127 2층,(지번) 동천동 902-2,매일 10:00 ~ 24:00,https://place.map.kakao.com/854151979?openhour=1,상세보기,https://place.map.kakao.com/854151979,http://www.instagram.com/donotdisturb30
하씨타씨다이닝,양식,3.2,12건,https://place.map.kakao.com/1027765326#comment,리뷰 131,https://place.map.kakao.com/1027765326#review,서울 서대문구 불광천길 142,(지번) 북가좌동 345-30,"월,화,목,금,토,일 11:00 ~ 22:00 · 브레이크타임 월,화,목,금,토,일 15:00 ~ 17:00",https://place.map.kakao.com/1027765326?openhour=1,02-304-4787,no_link,https://www.instagram.com/hotsy_totsy_dining/
초밥군커피씨,커피전문점,3.4,13건,https://place.map.kakao.com/27233313#comment,리뷰 23,https://place.map.kakao.com/27233313#review,제주특별자치도 제주시 신선동길 19-1 2층,(지번) 일도이동 1029-36,영업시간 월~토 11:00 ~ 14:00,https://place.map.kakao.com/27233313?openhour=1,064-903-1253,no_link,http://blog.naver.com/chobobcoffee
포인트빌,카페,3.2,75건,https://place.map.kakao.com/967055062#comment,리뷰 138,https://place.map.kakao.com/967055062#review,경기 고양시 덕양구 북한산로 473-90,(지번) 지축동 119-2,월~토 10:30 ~ 20:30,https://place.map.kakao.com/967055062?openhour=1,02-352-2205,no_link,
리퍼블릭 오브 블루,커피전문점,4.3,25건,https://place.map.kakao.com/593779219#comment,리뷰 14,https://place.map.kakao.com/593779219#review,서울 서초구 방배로16길 10 1층,(지번) 방배동 906-1,화~금 10:00 ~ 21:00,https://place.map.kakao.com/593779219?openhour=1,070-8717-8067,no_link,https://www.instagram.com/republic_of_blue/
카페13-6,카페,3.8,20건,https://place.map.kakao.com/1335779993#comment,리뷰 18,https://place.map.kakao.com/1335779993#review,충남 아산시 탕정면 선문로254번길 152-17,(지번) 탕정면 매곡리 13-6,매일 11:00 ~ 20:30,https://place.map.kakao.com/1335779993?openhour=1,041-533-6810,no_link,
카페그려,카페,3.0,6건,https://place.map.kakao.com/1857583311#comment,리뷰 76,https://place.map.kakao.com/1857583311#review,대전 중구 대흥로121번길 30-3,(지번) 대흥동 409-11,매일 12:00 ~ 22:00,https://place.map.kakao.com/1857583311?openhour=1,070-7799-6260,no_link,https://www.instagram.com/draw.cafe/
굴림,디저트카페,(30),후기 미제공,no_link,리뷰 99,https://place.map.kakao.com/419156005#review,서울 성동구 성수이로5길 1 1층,(지번) 성수동2가 520-2,월~토 11:00 ~ 20:00,https://place.map.kakao.com/419156005?openhour=1,상세보기,https://www.instagram.com/goollimm/,
시보야,"호프,요리주점",(30),후기 미제공,no_link,리뷰 44,https://place.map.kakao.com/1155120120#review,제주특별자치도 제주시 조천읍 신북로 506 2층,(지번) 조천읍 함덕리 1252,화~일 17:00 ~ 24:00,https://place.map.kakao.com/1155120120?openhour=1,010-4129-0866,https://place.map.kakao.com/1155120120,https://www.instagram.com/siboya15up
이름없는집,양식,5.0,3건,https://place.map.kakao.com/1879074731#comment,리뷰 35,https://place.map.kakao.com/1879074731#review,전남 순천시 왕지2길 4-35,(지번) 왕지동 868-8,매일 11:30 ~ 21:30,https://place.map.kakao.com/1879074731?openhour=1,061-722-5864,no_link,
귤꽃카페,카페,4.1,39건,https://place.map.kakao.com/992334045#comment,리뷰 16,https://place.map.kakao.com/992334045#review,제주특별자치도 제주시 조천읍 함덕2길 90 가동 1층,(지번) 조천읍 함덕리 3527-1,"영업시간 월,화,목,금,일 12:00 ~ 18:00",https://place.map.kakao.com/992334045?openhour=1,064-784-2012,no_link,https://www.instagram.com/gyulkkot/
호퍼앤호크니,카페,4.5,22건,https://place.map.kakao.com/985135048#comment,리뷰 63,https://place.map.kakao.com/985135048#review,경기 수원시 팔달구 화서문로41번길 23,(지번) 장안동 103-6,"월,화,목,금 11:30 ~ 21:00",https://place.map.kakao.com/985135048?openhour=1,상세보기,https://place.map.kakao.com/985135048,https://www.instagram.com/hopper_and_hockney/
커피7000,카페,4.2,5건,https://place.map.kakao.com/736015371#comment,리뷰 20,https://place.map.kakao.com/736015371#review,경남 거제시 하청면 칠천로 165,(지번) 하청면 어온리 664-3,영업시간 화~일 11:00 ~ 19:00,https://place.map.kakao.com/736015371?openhour=1,055-632-7787,no_link,https://coffee7000.modoo.at/
어물전청,"해물,생선",4.2,13건,https://place.map.kakao.com/137574079#comment,리뷰 39,https://place.map.kakao.com/137574079#review,서울 강남구 도산대로49길 16-7 1층,(지번) 신사동 653-9,매일 17:00 ~ 22:00,https://place.map.kakao.com/137574079?openhour=1,상세보기,https://place.map.kakao.com/137574079,
차마실산stay,펜션,3.8,6건,https://place.map.kakao.com/17075337#comment,리뷰 25,https://place.map.kakao.com/17075337#review,강원 춘천시 신북읍 맥국4길 34,(지번) 신북읍 유포리 178-4,Hidden Link,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,033-241-6200,https://place.map.kakao.com/17075337,https://www.instagram.com/chamacilsan
로코코블랑,가구판매,3.5,4건,https://place.map.kakao.com/519774636#comment,리뷰 61,https://place.map.kakao.com/519774636#review,경북 청도군 이서면 팔조길 179,(지번) 이서면 팔조리 145,영업시간 월~금 11:00 ~ 18:00,https://place.map.kakao.com/519774636?openhour=1,054-372-8609,no_link,https://www.instagram.com/rococo_blanc
페어링하우스,카페,4.2,30건,https://place.map.kakao.com/1451559407#comment,리뷰 122,https://place.map.kakao.com/1451559407#review,경기 하남시 미사강변중앙로 181 더퍼스트테라스 3층,(지번) 망월동 1098-3,매일 11:00 ~ 22:00,https://place.map.kakao.com/1451559407?openhour=1,031-791-0181,no_link,http://instagram.com/pairinghaus
커피가든,카페,4.6,8건,https://place.map.kakao.com/1037841183#comment,리뷰 49,https://place.map.kakao.com/1037841183#review,경기 안산시 상록구 온수골길 29-9,(지번) 건건동 765-3,매일 10:00 ~ 21:00,https://place.map.kakao.com/1037841183?openhour=1,031-437-1358,no_link,https://www.instagram.com/coffee_garden01/
오버롤,디저트카페,3.4,8건,https://place.map.kakao.com/1728289602#comment,리뷰 142,https://place.map.kakao.com/1728289602#review,광주 동구 동계천로 135-6,(지번) 동명동 154-20,화~일 12:00 ~ 22:00,https://place.map.kakao.com/1728289602?openhour=1,상세보기,https://place.map.kakao.com/1728289602,https://www.instagram.com/cafe_overall
연우재,갤러리카페,3.8,12건,https://place.map.kakao.com/1424427941#comment,리뷰 9,https://place.map.kakao.com/1424427941#review,서울 성북구 성북로 15-6,(지번) 성북동1가 61,화~토 11:00 ~ 22:00,https://place.map.kakao.com/1424427941?openhour=1,상세보기,https://place.map.kakao.com/1424427941,https://www.instagram.com/yeonwoojae/
더미쓰리,카페,2.9,27건,https://place.map.kakao.com/531795617#comment,리뷰 19,https://place.map.kakao.com/531795617#review,서울 용산구 녹사평대로40길 31 용이빌딩 2층,(지번) 이태원동 549,월~금 13:00 ~ 21:00,https://place.map.kakao.com/531795617?openhour=1,상세보기,https://place.map.kakao.com/531795617,https://www.instagram.com/shiba_mizz
10월 19일,카페,3.8,21건,https://place.map.kakao.com/1892411016#comment,리뷰 80,https://place.map.kakao.com/1892411016#review,서울 서초구 반포대로3길 31 1층 101호,(지번) 서초동 1473-1,화~일 12:00 ~ 20:00,https://place.map.kakao.com/1892411016?openhour=1,010-9461-1906,no_link,https://instagram.com/songi_19oct
아워온즈,커피전문점,3.4,14건,https://place.map.kakao.com/1024843324#comment,리뷰 62,https://place.map.kakao.com/1024843324#review,"서울 서대문구 연희맛로 45 지하1층, 1,2층",(지번) 연희동 133-19,매일 10:00 ~ 22:00,https://place.map.kakao.com/1024843324?openhour=1,02-333-3322,no_link,https://www.instagram.com/ouronz/
카페그안,카페,3.4,14건,https://place.map.kakao.com/2023686352#comment,리뷰 46,https://place.map.kakao.com/2023686352#review,부산 부산진구 서전로47번길 42 2층,(지번) 전포동 638-15,"월,수,목,금,토,일 13:00 ~ 22:00",https://place.map.kakao.com/2023686352?openhour=1,010-6675-9063,no_link,https://www.instagram.com/cafe_geuan/
달리산장,술집,4.0,2건,https://place.map.kakao.com/934051450#comment,리뷰 19,https://place.map.kakao.com/934051450#review,울산 남구 삼산로125번길 5 1층,(지번) 달동 629-7,매일 18:00 ~ 02:00,https://place.map.kakao.com/934051450?openhour=1,052-904-0953,no_link,http://www.instagram.com/dally_sanjang/
취향의섬 키친,퓨전요리,4.5,41건,https://place.map.kakao.com/1564244372#comment,리뷰 34,https://place.map.kakao.com/1564244372#review,제주특별자치도 서귀포시 남원읍 태위로398번길 7,(지번) 남원읍 위미리 49-4,"월,목,금,토,일 11:00 ~ 20:00 · 브레이크타임 월,목,금,토,일 15:00 ~ 17:00",https://place.map.kakao.com/1564244372?openhour=1,010-4662-6910,no_link,https://instagram.com/chwihyang.wimi
팬트리,카페,4.9,7건,https://place.map.kakao.com/506892517#comment,리뷰 4,https://place.map.kakao.com/506892517#review,경기 양주시 옥정동로7길 40 파크프라자 3층,(지번) 옥정동 1036-4,"월,화,목,금,토,일 12:00 ~ 22:00",https://place.map.kakao.com/506892517?openhour=1,070-8822-5454,no_link,http://www.instagram.com/pantry.kr
녹슨,디저트카페,3.5,4건,https://place.map.kakao.com/530186094#comment,리뷰 42,https://place.map.kakao.com/530186094#review,울산 중구 옥골샘8길 23 1~3층,(지번) 옥교동 174,화~일 12:00 ~ 22:00,https://place.map.kakao.com/530186094?openhour=1,상세보기,https://place.map.kakao.com/530186094,
카페 안온,카페,4.3,6건,https://place.map.kakao.com/2140485571#comment,리뷰 24,https://place.map.kakao.com/2140485571#review,대전 중구 과례로 48-13 1층,(지번) 문화동 251-2,목~일 12:00 ~ 20:00,https://place.map.kakao.com/2140485571?openhour=1,0507-1371-8697,no_link,https://instagram.com/anon_4season
아틀리에 하모니,카페,3.1,27건,https://place.map.kakao.com/299071861#comment,리뷰 62,https://place.map.kakao.com/299071861#review,서울 성북구 보문로 77-1,(지번) 보문동5가 159-2,영업시간 화~목 11:00 ~ 19:00,https://place.map.kakao.com/299071861?openhour=1,상세보기,https://place.map.kakao.com/299071861,https://instagram.com/atelier_harmony_official
킨토,일식,4.8,19건,https://place.map.kakao.com/1626734647#comment,리뷰 32,https://place.map.kakao.com/1626734647#review,인천 부평구 대정로 10 2층,(지번) 부평동 202-4,"월,수,목,금,토,일 11:30 ~ 21:00 · 브레이크타임 월,수,목,금,토,일 15:00 ~ 17:00",https://place.map.kakao.com/1626734647?openhour=1,상세보기,https://place.map.kakao.com/1626734647,
카페 바로크,테마카페,4.3,9건,https://place.map.kakao.com/1195258507#comment,리뷰 31,https://place.map.kakao.com/1195258507#review,경북 구미시 산동읍 신당1로1길 17-7 5층,(지번) 산동읍 신당리 1449,영업시간 화~일 11:00 ~ 18:00,https://place.map.kakao.com/1195258507?openhour=1,상세보기,https://place.map.kakao.com/1195258507,https://www.instagram.com/cafe_baroque.asl/
오브제토,카페,3.1,21건,https://place.map.kakao.com/27588476#comment,리뷰 120,https://place.map.kakao.com/27588476#review,경북 청도군 화양읍 이슬미로 61-7,(지번) 화양읍 유등리 419-4,매일 10:00 ~ 21:00,https://place.map.kakao.com/27588476?openhour=1,054-371-7177,no_link,https://www.instagram.com/objetocoffee/
카페산정,카페,0.0,0건,https://place.map.kakao.com/821551184#comment,리뷰 64,https://place.map.kakao.com/821551184#review,전남 목포시 산정언덕로 11 지하1층,(지번) 산정동 23-59,"월,화,목,금,토,일 11:00 ~ 21:00",https://place.map.kakao.com/821551184?openhour=1,상세보기,https://place.map.kakao.com/821551184,
낙도맨션,카페,3.9,11건,https://place.map.kakao.com/661603282#comment,리뷰 49,https://place.map.kakao.com/661603282#review,경남 김해시 봉황대길 46 1층,(지번) 봉황동 223-10,영업시간 수~일 12:00 ~ 19:00,https://place.map.kakao.com/661603282?openhour=1,상세보기,https://place.map.kakao.com/661603282,http://www.instagram.com/nakdo_mansion/
우동한그릇집,"돈까스,우동",4.3,9건,https://place.map.kakao.com/26635338#comment,리뷰 17,https://place.map.kakao.com/26635338#review,경북 경주시 초당길23번길 34,(지번) 동천동 932-2,월~토 11:30 ~ 19:30 · 브레이크타임 월~토 15:00 ~ 17:00,https://place.map.kakao.com/26635338?openhour=1,상세보기,https://place.map.kakao.com/26635338,http://blog.naver.com/udong_g
미로객잔,민박,4.8,11건,https://place.map.kakao.com/26458547#comment,리뷰 6,https://place.map.kakao.com/26458547#review,제주특별자치도 서귀포시 표선면 녹산로5번길 116-16,(지번) 표선면 가시리 3017,상세보기,https://place.map.kakao.com/26458547,홈페이지,http://blog.naver.com/mirrro,
카페주평,카페,4.0,9건,https://place.map.kakao.com/577138651#comment,리뷰 67,https://place.map.kakao.com/577138651#review,전남 담양군 수북면 용구동1길 53,(지번) 수북면 주평리 590,영업시간 수~일 12:00 ~ 19:00,https://place.map.kakao.com/577138651?openhour=1,061-382-1794,no_link,
루페이퍼,카페,3.6,5건,https://place.map.kakao.com/917911797#comment,리뷰 19,https://place.map.kakao.com/917911797#review,제주특별자치도 서귀포시 대정읍 서삼중로 217,(지번) 대정읍 신도리 1414-3,영업시간 화~토 11:00 ~ 17:00,https://place.map.kakao.com/917911797?openhour=1,0507-1377-5235,no_link,https://www.instagram.com/rupaper.showroom
모레기동타잔,카페,4.4,27건,https://place.map.kakao.com/2087590172#comment,리뷰 31,https://place.map.kakao.com/2087590172#review,제주특별자치도 서귀포시 배낭골로21번길 13 모레기동타잔,(지번) 상효동 1391-1,"영업시간 월,화,목,금,토,일 11:00 ~ 19:00 · 브레이크타임 월,화,목,금,토,일 18:00 ~ 19:00",https://place.map.kakao.com/2087590172?openhour=1,064-733-5225,no_link,http://instagram.com/moregidong_tarzan
내일더사랑해,카페,2.6,8건,https://place.map.kakao.com/160161852#comment,리뷰 47,https://place.map.kakao.com/160161852#review,인천 남동구 선수촌공원로23번길 6-17 메이채프라자 5층,(지번) 구월동 1538-2,화~금 12:00 ~ 22:00,https://place.map.kakao.com/160161852?openhour=1,010-8688-4043,no_link,https://www.instagram.com/luv_tomorrow
스탠다드오브스터프,카페,3.2,17건,https://place.map.kakao.com/294552024#comment,리뷰 63,https://place.map.kakao.com/294552024#review,경기 수원시 팔달구 신풍로 38-3,(지번) 신풍동 169,매일 12:00 ~ 22:00,https://place.map.kakao.com/294552024?openhour=1,상세보기,https://place.map.kakao.com/294552024,
개들의정원,애견카페,4.0,4건,https://place.map.kakao.com/1453089768#comment,리뷰 8,https://place.map.kakao.com/1453089768#review,경기 이천시 설성면 설가로219번길 176,(지번) 설성면 상봉리 511-1,영업시간 화~일 12:00 ~ 19:00,https://place.map.kakao.com/1453089768?openhour=1,031-642-2373,no_link,http://www.instagram.com/gardenfordogs
아파트먼트커피,카페,3.0,7건,https://place.map.kakao.com/366752320#comment,리뷰 13,https://place.map.kakao.com/366752320#review,제주특별자치도 제주시 한경면 청수서2길 96 1층,(지번) 한경면 청수리 1281-6,목요일,https://place.map.kakao.com/366752320?openhour=1,070-4117-4186,no_link,https://www.instagram.com/apartment_coffee
소모스호이,카페,4.4,9건,https://place.map.kakao.com/1804049424#comment,리뷰 31,https://place.map.kakao.com/1804049424#review,경남 창원시 마산합포구 문화북2길 26 1층,(지번) 평화동 12-11,월~금 11:30 ~ 22:00,https://place.map.kakao.com/1804049424?openhour=1,상세보기,https://place.map.kakao.com/1804049424,
정성식탁,이탈리안,3.8,19건,https://place.map.kakao.com/520447689#comment,리뷰 27,https://place.map.kakao.com/520447689#review,경기 수원시 장안구 서부로2136번길 9 1층,(지번) 율전동 288-20,매일 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,https://place.map.kakao.com/520447689?openhour=1,010-4592-1190,no_link,http://instagram.com/jsst0615
마담나탈리소셜클럽,"호프,요리주점",3.3,10건,https://place.map.kakao.com/604426653#comment,리뷰 17,https://place.map.kakao.com/604426653#review,제주특별자치도 제주시 한림읍 옹포2길 10,(지번) 한림읍 협재리 1398,"월,화,목,금,토,일 17:00 ~ 01:00",https://place.map.kakao.com/604426653?openhour=1,상세보기,https://place.map.kakao.com/604426653,http://www.instagram.com/madamenatalie
카페이정원,커피전문점,3.7,15건,https://place.map.kakao.com/67913958#comment,리뷰 100,https://place.map.kakao.com/67913958#review,부산 남구 용소로21번길 59 1층,(지번) 대연동 50-51,매일 11:30 ~ 22:00,https://place.map.kakao.com/67913958?openhour=1,상세보기,https://place.map.kakao.com/67913958,https://www.instagram.com/cafe_de_egarden/
우니메이카 태안점,"야영,캠핑장",5.0,2건,https://place.map.kakao.com/901052424#comment,리뷰 7,https://place.map.kakao.com/901052424#review,충남 태안군 소원면 산간이길 158-24,(지번) 소원면 신덕리 산 32-1,상세보기,https://place.map.kakao.com/901052424,홈페이지,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,
도피,디저트카페,3.9,36건,https://place.map.kakao.com/2118064334#comment,리뷰 46,https://place.map.kakao.com/2118064334#review,서울 마포구 포은로5길 47 1층,(지번) 망원동 405-1,"영업시간 월,수,목,금,토,일 11:00 ~ 19:00",https://place.map.kakao.com/2118064334?openhour=1,010-1515-8585,no_link,https://instagram.com/cafe_dopy
미미한식탁 제주,"돈까스,우동",3.9,15건,https://place.map.kakao.com/782433823#comment,리뷰 6,https://place.map.kakao.com/782433823#review,제주특별자치도 제주시 국기로 5 1층,(지번) 연동 1457,수~일 11:00 ~ 20:00 · 브레이크타임 수~일 15:00 ~ 16:00,https://place.map.kakao.com/782433823?openhour=1,070-4114-1111,no_link,
오닐,양식,4.5,6건,https://place.map.kakao.com/12204345#comment,리뷰 15,https://place.map.kakao.com/12204345#review,경남 거제시 일운면 거제대로 1982,(지번) 일운면 구조라리 725-2,월~금 11:30 ~ 20:30,https://place.map.kakao.com/12204345?openhour=1,상세보기,https://place.map.kakao.com/12204345,
라브륀느,카페,2.7,7건,https://place.map.kakao.com/1574649016#comment,리뷰 6,https://place.map.kakao.com/1574649016#review,경기 남양주시 와부읍 수레로 136-1 1층,(지번) 와부읍 월문리 1247-4,매일 10:30 ~ 21:30,https://place.map.kakao.com/1574649016?openhour=1,031-521-2525,no_link,http://instagram.com/bistro_labrune
아녜스의앞치마,카페,4.9,14건,https://place.map.kakao.com/1664663920#comment,리뷰 54,https://place.map.kakao.com/1664663920#review,제주특별자치도 제주시 구좌읍 행원로5길 25 1동 1층,(지번) 구좌읍 행원리 1404-1,"영업시간 월,화,목,금,토,일 11:00 ~ 18:00",https://place.map.kakao.com/1664663920?openhour=1,0507-132-6022,no_link,https://www.instagram.com/agnes_apron_cafe/
레이지하우스,카페,3.6,9건,https://place.map.kakao.com/66717257#comment,리뷰 80,https://place.map.kakao.com/66717257#review,경기 수원시 영통구 청명로59번길 7-3,(지번) 영통동 1032-3,매일 12:00 ~ 21:00,https://place.map.kakao.com/66717257?openhour=1,상세보기,https://place.map.kakao.com/66717257,https://www.instagram.com/cafe_lazyhouse/
메종드멜라,카페,3.4,5건,https://place.map.kakao.com/2120869020#comment,리뷰 50,https://place.map.kakao.com/2120869020#review,경기 평택시 비전1로 44,(지번) 비전동 777-6,영업시간 수~일 10:00 ~ 19:00,https://place.map.kakao.com/2120869020?openhour=1,상세보기,https://place.map.kakao.com/2120869020,https://www.instagram.com/maison_de_mela/
고노,"초밥,롤",4.0,11건,https://place.map.kakao.com/487911483#comment,리뷰 5,https://place.map.kakao.com/487911483#review,충남 공주시 가나무정길 9,(지번) 상왕동 291-5,매일 12:00 ~ 20:30 · 브레이크타임 매일 14:00 ~ 17:00,https://place.map.kakao.com/487911483?openhour=1,041-856-1242,no_link,
오퐁드부아 티하우스,카페,2.6,8건,https://place.map.kakao.com/1056707665#comment,리뷰 34,https://place.map.kakao.com/1056707665#review,대구 달성군 가창면 주리2길 101 1동 1층,(지번) 가창면 주리 522-1,화~금 11:00 ~ 20:00,https://place.map.kakao.com/1056707665?openhour=1,053-768-0303,no_link,
세컨드플로어,카페,3.0,1건,https://place.map.kakao.com/1601016971#comment,리뷰 2,https://place.map.kakao.com/1601016971#review,경북 포항시 북구 새천년대로1249번길 22 제니스 스퀘어 2층 201호,(지번) 장성동 1571-1,Hidden Link,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,054-248-6233,https://place.map.kakao.com/1601016971,https://www.instagram.com/2nd__floor_/
커피팀버 동호점,커피전문점,5.0,1건,https://place.map.kakao.com/1869517060#comment,리뷰 2,https://place.map.kakao.com/1869517060#review,대구 동구 금강로 10,(지번) 동호동 373-4,매일 10:00 ~ 24:00,https://place.map.kakao.com/1869517060?openhour=1,053-965-6985,no_link,http://coffeetimber.co.kr/
모녀의부엌 (휴업중),한식,4.5,17건,https://place.map.kakao.com/702946616#comment,리뷰 30,https://place.map.kakao.com/702946616#review,제주특별자치도 서귀포시 516로 472,(지번) 상효동 1301-10,Hidden Link,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,064-733-0011,https://place.map.kakao.com/702946616,
호화돈카츠,"돈까스,우동",4.4,17건,https://place.map.kakao.com/441104405#comment,리뷰 29,https://place.map.kakao.com/441104405#review,제주특별자치도 서귀포시 남원읍 한신로531번길 23 2호,(지번) 남원읍 신흥리 1760-3,영업시간 수~일 12:00 ~ 14:00,https://place.map.kakao.com/441104405?openhour=1,0507-1371-8552,no_link,http://blog.naver.com/ykuep
단사커피,커피전문점,4.3,6건,https://place.map.kakao.com/1923385475#comment,리뷰 12,https://place.map.kakao.com/1923385475#review,충남 부여군 부여읍 금성로 123,(지번) 부여읍 가탑리 350-4,영업시간 수~일 10:00 ~ 19:00,https://place.map.kakao.com/1923385475?openhour=1,041-835-1228,no_link,
