,content,data,place
2285,백만년만에카페 이천카페 싸우지않은건아니다첫째가 찍어준 백장 사진 중 한 장여보 내 눈치보지 말고 잘 해보자요경기도에 넓은 카페가 많아 너무 다행이다블루베리농장을 함께 운영하는 카페라음료와 베이커리에 블루베리가득 청개구리둘째는앞을 보라니 뒤를 보고자꾸 반대로 하는 통에 첫째는 빵터짐2 3층은 노키즈그외는 키즈프랜들리모르고 3층에 자리잡으려다 알아차리고 나오는데첫째가 왜 우리는 여기 있으면 안 돼 흠흠 1층이 아이들에게 안전하니깐 내려가자아 노키즈 슬프다 아이들차별없는세상 차별을겪은아이들 우리가노인되면되받을거임 조금만너그러워져주세요 얘들도배워야알죠 부모들도잘챙기십시다,2021-08-23,
2286,젊은이들 많은 핫플 에 아줌마아저씨 플러스 원 이런데 아직 다니고 싶은데 너무 늙은 느낌 키즈가능 이지만 노키즈 느낌,2021-08-10,
2287,가조도 오션탑라운지 예약필수 1룸1팀 노키즈,2021-08-08,
2288,북한산의 정기를 받아 코로나를 이겨내자 북한산 계곡 카페 북한산플레이 노키즈,2021-07-25,북한산
2289,오랜만에 바깥나들이 고고독 한달만이야 기다려줘서고마워 폭염 애견카페 노키즈 진천 비타민D충전 강아지 아이와강아지가사는집오픈시간 맞춰서 왔는데도 너무너무 덥다 조금만 놀고 들어가자,2021-07-25,
2290,숲 가는길에 복숭아 득템크기가 작아서 서비스 엄청주심 춘천 숲카페 숲 노키즈 노펫 농장 소양강복숭아 큰거 작은거 딱딱한 복숭아 완전득템 신이나,2021-07-23,
2291,어머님들 여기 노키즈,2021-07-14,
2292,덕분에 천만원 굳혔다며밥을 얻어 먹었다 리볼버 야외에서 먹었다 빗방울이 떨어져도 행복했다 술은 천천히 마셔야된다 반성했다 신랑이 잔소리를 장전했지만 잘 막아냈다 중문맛집 중문데이트장소 더는 오지마라 오지마라 하고싶을 정도로 바쁜 리볼버제주 그래도 맛있는 최애 낮에 열어주세요 시간이너무짧아요 차를 안가져가고 택시타고 갔는데 제주택시 너무 빨리오고 제주대리비 보다 싸다얼마나 빨랐냐며버튼을 눌렀는데 도착 제주렌트카 숙소에 그냥 두시고 카카오택시 타시고 나가세요 쌍따봉 주변에 가까운 호텔이 신라호텔제주 롯데호텔제주 그랜드조선제주 더본호텔 데이트하는손님들이 많았다사진 백만장 찍어주는 남친을 구경할 수 있다 노키즈 가 아니고 예스키즈존 이라좋다 모기 기피제 뿌리고 앉아서 폭풍수다 거즘 99 99999999프로 먹는이야기 술먹었던날이야기 먹었던술이야기 결론적으로술얘기 쌤 어머님이 니가 애가 없으니깐 그러고 술먹고 다니는 거라 잔소리를 나로막아낸이야기 엄마같이먹은언니는애엄마야 네어머님접니다 정희님 감사합니다 둘이 얼마나 보고싶겠노 라고 하며 놀게 해주신대구가신어머님 도 감사합니다 제주와인맛집 제주데이트코스추천 제주살이 제주도민,2021-06-26,
2293,NO KIDSYES DOGSFROGS 안산카페 커피가든 coffeegarden 카페추천 카페맛집 노키즈 애견동반 개구리,2021-05-11,
2294,이번 여행을 통해 다시한번 느낀 딩크족에 대한 생각들 결혼 전에는 결혼 언제하냐는 질문들 결혼 후에는 애는 언제 낳을거냐는 질문들은 정말로 사실이었다 웃긴건 남편쪽 가족들 친구들은 아무런 참견이 없는데 내쪽 사람들의 입에서만 이런 이야기가 나온다 우리는 현재 딩크족의 입장을 100 고수하고 있다 그리고 이번 여행을 통해 그것은 더더욱 명확해졌다 물론 미래는 알수 없기 때문에 우리의 마음이 죽을때까지 똑같을 것이라는 보장은 없다 하지만 다 어떻게 해서든 방법은 있기 마련이다 방식이 좀 다를뿐 나는 딩크를 흔히 육아를 반대하는 사람들이 말하는 아이를 낳으면 생기게 될 감당해야 할 짐 들 같이 부정적인 이유로 선택하지는 않았다 남편하고 지금의 삶이 만족스럽고 행복해서 굳이 그것을 변화시키고 싶지 않은 이유가 가장 크다 욕심을 부리고 싶지 않다 각자 다르겠지만 자유가 어느정도 보장된 삶이 나와 남편이 가장 중요하게 여기는 행복한 삶의 척도인데 그러면 사람들은 이렇게 말할 것이다 너 나이도 있고 애를 낳아보고 그것이 주는 행복을 알면 그전의 것은 아무것도 아니다 늙으면 너 찾아올 사람은 자식밖에 없다 라고 물론 나는 육아에서 오는 행복은 느낄수 없겠지만 굳이 그것을 알겠다고 원하지도 않는데 나이탓 미래탓을 하며 끌려가듯이 출산육아를 한다면 결과는 불보듯 뻔한 일이다 그리고 늙어서 자식이 찾아와줄 거라는 기대를 사람들이 이미 태어나지도 않은 자식에게 하고 있다는 사실은 뭔가 좀 나의 생각과는 맞지 않는다 자식은 성인이 되고나면 완벽한 타인으로 봐야한다 찾아와 주면 고마운 일이고 안찾아와도 좀 섭섭은 하겠지만 비난하면 안되는 것이라고 생각한다 물론 부모 자식간에 유대가 좋다면 당연히 찾아오겠지 하지만 그것을 생각하기 전에 내가 한 생명을 위해 훌륭한 인격과 정서적 경제적 편안함을 줄수있는 부모가 될 자격이 충분한가 라는 생각을 하는게 먼저 아닐까 다수가 사는 삶과 좀 다르다고 해서 그 삶이 열등한 것은 아니다 각자 행복감과 만족감을 느끼는 포인트가 다르기 때문에 이 문제는 우열을 가릴수 없기 때문이다 어떠한 형태로든 중요한 것은 원하는 때에 자발적인 의지 로 나의 삶을 만들어 가는 것에 있다 그래서 어느 하나의 삶을 정답으로 보고 다른 것들을 부정하는 태도는 옳지 않다 모든 것엔 적당한 때가 있다고 하는데 그것이 육아이든 남편과 신나게 둘이 놀러다니든 분명히 이 둘다 이 순간 가장 중요한 것들이다 무엇을 선택하든 지금 이 순간은 다시 돌아오지 않는다 선택은 남이 아닌 내가 하면 된다 딩크부부 딩크족 딩크 아이없는삶 노키즈존 노키즈 자발적인삶 자유의지 결혼 육아 출산 삶에대한고찰 여행가서감성쩔음 생각하는월요일 휴가스타그램 포항펜션 풀빌라펜션 오션뷰숙소 여행사진 여행에미치다 국내여행추천,2021-05-10,
2295,저녁은 울엄마가 조아하는 대게를 다지추천 대게대게와 다지의 호떡으로 마무릿마지막 나의 할모니 건강합시다 기장시장 조은대게 호떡여장군 기장맛집 착한가게 배터짐 엄마랑 남동생이랑 우아하게 노키즈 좋아,2021-05-09,
2296,0424 HBD 생일주간 girlsnight Nokids 노키즈 라서 너무 좋아 아줌마들 이라서 많이 달래 happybirthdaytome honeycomb 꿀막걸리 시드니라이프 시드니 시드니일상 sydneylife sydneylife sydneyeats 시드니술집 야식탁 시드니야식탁,2021-04-25,
2297,나도 애들만 버글거리는 곳은불편한 마음이 먼저 들지만키즈는 안되고이 시국에 버글버글 붙어 앉는 어른은되는 올리브 olivee 가 웃프다 경주 맛집탐방 빵집순례 황리단길 노키즈 사회적거리 여행 가족 여행지추천 경주올리브 경주빵집 경주카페 경주올리브 나이만어른의기준 포장비도내야하는,2021-04-12,
2298,나 혼자 산다마지막 소주 혼술 끊을까 생각중 심각하게 생각중 주먹밥에 닭발 채고아 몰랑 오늘 싸이클도20분탓고 암튼 운동하고 혼술 쫌 참꼬 사람답게 살아보즈아 노남편 노키즈 노반려동물 예쓰쏘주 예쓰맥주 알코홀릭 운동은낼부터 다이어트는낼부터 허벅지쎌어쩔 노알콜인생 시작하자운동인생 노쎌룰라이트해보자,2021-02-16,
2299,오버스토리 성북 성북동 카페 뷰가 끝내준다 인테리어도 이쁘고 노키즈존 이라고 하는거 같은데 무튼 조용하다 커피맛도 나쁘지 않았다 이곳은 예약제로 운영되며 인스타DM으로 예약을 받고 이용시간은 1시간30분이다 그 외는 차량을 빼고 하는 시간 30분 뷰와 분위기가 좋아서 재방문 의사 있음 리뷰 리뷰스타그램 카페스타그램 성북동 오버스토리 뷰카페 분위기좋은카페 아메리카노 바닐라라떼 예약제 노키즈 평점 4점 선팔 맞팔 환영 리뷰하는남자 요리하는남자,2020-10-05,
2300,어머니랑 동서한테 리브와 승윤이 맡기고 신랑이랑 데이트도 하고 머리도 할생각에 너무 행복해요 주말 데이트떨린다,2020-07-25,
2301,아이들이 행복한 곳 양양숙소 반려견은 환영인데 키즈에게는 No라고 하는 공간들이 참많다 이해못하는 것은 아니지만 이유한줄 없이 입구에 노키즈 라고만 써놓는 곳은 발길을 돌리게 된다 나도 키즈였던 시절이 있었기에 괜시리 내가 거절당하는 느낌이랄까 그래서 최근 들렀던 가장 재미있었던 공간은아이들이 행복해서 가족이 행복한 공간 양양 스테이프리덴 stay frieden 인증샷맛집 뷰맛집 키즈펜션 조식은 아메리칸스타일 그리고 뷰맛집 라이브러리와 작은 영화 공간 8pm 키즈 무비나잇 키즈 가드닝 클래스 sikmul room102 예약형 바베큐장 생일 포토존 서비스 가격 완전 착함 숙소자체는 요즘말로 힙하거나 프리미엄한 감성은 아니지만 이 공간에는 완벽한 가치가 있어서 다 괜찮게 느껴진다 바로 가족 그리고 아이들 이 공간에는 아이들과 가족이 충분히 뛰어놀고 식물과 그림 자연과 행복할 수 있는 프로그램들로 꽉차있다 손이 많이 가고 공간 관리가 두배로 힘들텐데 곳곳에 아이들을 위한 배려가 느껴진다 흉내만 내는 것이 아니라는 것은 각 방에 제공되는 아이들 침대와 각 방의 정원을 보면 알 수 있다 고급 숙소들에 환장하고 호텔이라면 침구와 매트리스 퀄리티에 환장하는 나이지만 이 공간에는 확실한 컨셉과 마음이 느껴져서 그냥 다 좋았다 최근에 업데이트 된 내용으로는 넓은 주차장 일부에 아이들이 더 맘껏 뛰어놀으라고 잔디를 더 깐 것 같다 이 곳은 내가 타겟은 아니지만 나도 아이들의 어른으로서 그냥 고맙고 행복한 곳이었다 노키즈존이 아닌 웰컴키즈존이 있다는 것이 참 고마운 일이다 고맙습니다 마케터의일 생각을사는사람들 사장님리스펙트 웰컴키즈존 소비의확실한행복,2020-07-19,
2302,길쌀롱 왠호사 노키즈선선하니 좋구만 맥주 추가요,2020-07-03,
2303,풀베개 수국 보겠다고 안덕면사무소 가는 길에 본 수많은 주차된 차들 여기 원래 한적한 곳인데 뭔 잔치 있나 싶어서 보니요즘 핫한카페 발견 사람이 많았는데도 나름 쾌적한 베이커리카페 노키즈 건물이 따로 있어서 좋았다 야외 공간에서는 아이들과 반려견 들이 뛰어다니는 곳 포토바이갸,2020-06-06,풀베개
2304,코코컵,2020-04-23,패밀리어카페
2305,어제와 달리 우중충한 하늘이예요저희는 비가 오기전에후딱 코히한잔을 하고 왔어요 앞으로는소소한 일상도 함께 공유해드릴게요항상 감사한 마음으로,2020-04-19,
2306,코로나도 비껴가는 허니와의 데이트 이세상에서 가장 편하고 즐거운 시간 우리사랑 이대로 뽀샵 어플 만든분께 감사 40대후반 아줌마는 아직도 어색 노키즈 부부 50살은 믿어지지않는다 못하는게 없는 내남자 매일 수시로 사랑한다 말해주는 멋진남편 높은 도덕표준 올바른가치관 jw 미사강변도시,2020-04-19,하남미사지구
2307,백년만에 새 커피잔을 사보았다 오늘 무언가 만들어 먹어야지뭘 사재끼니 기분이가 좋다 지름신 빔프로젝터 도 샀지 주말 이 기다려지는즁 홈카페 시작이다 주부스타그램 노키즈 딩크족부부 한철자유롭게 살다가세,2020-04-16,
2308,키즈카페 는 아니지만 키즈전용 공간도 있습니다 아리키즈 대구카페 신상카페 용계동키즈카페 키즈 노키즈,2020-04-11,
2309,저희가게 에이드에 들어가는 딸기청 모과청 청귤청 오미자청은 다 직접 만들고 있습니다 familiar familiarcafe 패밀리어카페 instagram insta 노키즈 followme selfie 일상 좋아요 인스타그램 인스타 팔로우 daily 대구 왜관 왜관카페 예쁜카페 칠곡 칠곡카페 카페 cafe 대구근교카페 구미,2020-04-06,패밀리어카페
2310,송정댁과 외출 너무 소중해,2020-04-05,주전바닷가에서
2311,2020 02 03 제주도카페 울트라마린 말차라떼 6 500 클래식티라미수 7 000 당근케이크 7 000 말차앙버터스콘 5 000 한쪽의 큰 통창으로 보이는 오션뷰가 인상적인 제주카페 입니다 제주서쪽 판포포구 에 위치해 일몰을 보기에 정말 좋은 곳이에요맑은날은 시원하고 푸른 바다를 보기에 좋고비오는날은 또 그 나름 운치가 있어요두번 방문해서 다 아이스말차라떼 만 마셔봤어요 디저트는 세가지 먹어봤는데부드러운 티라미수 가 제일 맛있었어요 4명일행모두 가운데 큰 테이블엔 콘센트가 있어 노트북하기 좋았습니다10세이하 노키즈 노펫존 이라고 합니다 제주카페 금능카페 협재카페 제주울트라마린 제주도여행 제주여행 제주 제주도 제주도카페추천 일몰 선셋 제주도선셋 제주도선셋포인트 제주도일몰 디저트스타그램 디저트 제주도디저트 제주도카페추천 먹린이카페,2020-04-05,울트라마린
2312,나들이 하기 좋은 familiar familiarcafe 패밀리어카페 instagram insta 노키즈 followme selfie 일상 좋아요 인스타그램 인스타 팔로우 daily 대구 왜관 왜관카페 예쁜카페 칠곡 칠곡카페 카페 cafe 대구근교카페 구미,2020-04-03,패밀리어카페
2313,버거먹고 후식은 곱창쌀국수 이래도되나싶네 나라서 가능해왜케 맛있는건지 광교갤러리아 다운타우너 땀땀 곱창쌀국수 버거맛집 쌀국수맛집 수원맛집 광교맛집 노키즈 세상에맛있는게왜이리많노,2020-04-02,
2314,브라우니가 새롭게 바뀌었습니다 familiar familiarcafe 패밀리어카페 instagram insta 노키즈 followme selfie 일상 좋아요 인스타그램 인스타 팔로우 daily 대구 왜관 왜관카페 예쁜카페 칠곡 칠곡카페 카페 cafe 대구근교카페 구미,2020-04-02,패밀리어카페
2315,제생각엔 노키즈존 노키즈존에대한생각 인스타툰그램 인스타툰 웹툰그램 웹툰추천 노키즈 공감툰 제생각엔노키즈존노키즈존에 대한 생각이에요 우리는 많은 이유들로 인간다움을 상실해가요 조금 불편하다고 때로는 그게 합리적 이라고 여기면서 따뜻한 마음을 잊어가네요,2020-03-31,
2316,노키즈 딩크,2020-03-15,
2317,노키즈,2020-02-24,
2318,노키즈 딩크부부,2020-02-24,
2319,주말기억다음 캠핑은 또 언제일까 캠핑 영월 히어리캠핑장 노키즈 오리온자리,2020-03-30,
2320,달맞이고개 무브먼트랩 사회적 거리두기가 무색한 벚꽃인파들 속잠시 들린 달맞이 무브먼트랩 잔잔한 파도와 구름 그리고 벚꽃인파속에서도 알 수없는 고요함이 느껴진다 정갈함 해운대 달맞이 무브먼트랩 노키즈 젊은이들 사이에 아주미 잭슨카멜레온 소파구경 벚꽃구경 아님 주말스타그램 seaview 드라이브,2020-03-29,
2321,저희는 코로나 예방을 위해 손님이 사용하신 테이블과 의자는 바로바로 소독을 하고 있으며 계속 정상영업하고 있습니다 홀 테이크 아웃 실외테이블 모두 가능합니다 다이렉트는 자주 확인을 못해서 궁금하신 점은 전화로 문의부탁드릴게요,2020-03-26,패밀리어카페
2322,꿱꿱아 같이먹자 요즘 오리에 꽂힌 소율이 사람 없는 한가한 평일 낮 잠깐이라도 밖에 나가는 것 만으로도 감사 긴글주의 화남주의 맘충이라는 말이 왜 나온건지 이해가 된 오늘 6살 7살로 보이는 남자애 둘이랑애들부모가 같이 카페에 들어오다가애가 갑자기 소율이 가방을 슬쩍 뒤지길래너무 황당해서 저기 지금 하는데 후다다닥 애들이 오리 다 발로차고벽돌 쌓아놓은거 차고 마당 큰 카페였는데 뛰면서 애써 가꾼 조경 다 망가뜨리는데도애 엄마 하는 말 아들 괜찮아 안아파 진짜 기가차서 여기 정리하셔야죠 아드님이 다 부셔놨어요 한마디 하고싶었는데말도 안통할 사람들같아서 소율이랑 부랴부랴 짐 싸서 나오는데마당에서 가꿔놓은 꽃 다 꺾고모래 발로 차고정말 너 무 황당했다 애들도 애들이지만 그들의 부모가 하는짓이 과연 애들을 위한걸까 부모라함 도덕과 예의는 가르쳐줘야지 다시는 마주치고싶지않은몰상식한 사람들 이러니 노키즈가 생기지 너무 황당해서 글로 기록합니다,2020-03-24,
2323,재택근무중 점심시간 이거 쾌감있는데 스타벅스 오피스 점심은 돈까쮸 노키즈 재택근무,2020-03-20,
2324,북한산 플레이 야외카페 노키즈 노팻 숲속카페 노을 루프탑 꽃샘추위 노을 붉은노을,2020-03-15,북한산플레이
2325,생딸기라떼,2020-02-20,패밀리어카페
2326,오랜만에 아부지출연날이 궂어 아쉬웠지만 애 둘은 신났다리 철이의 경찰복이 세상부러운 쭈니세상에서 젤 좋아하는 경찰인데 리본독 사장님 쭈니형아꺼도만들어 주세용 청도네발랜드 노키즈 잠깐있다왔어용 일요일헬요일 4살그램 아기와강아지 이쁜네살 푸들 스탠다드푸들 스탠푸 poodle standardpoodle,2020-02-17,경상북도 경산
2327,댕산모 정기모임오랫만에 애카나들이오늘은 새로생긴 포천 더히로플레이그라운드 더히로 에 다녀왔다눈와서 고민했는데 애들 너무 잘놀아서 좋았는데 노키즈 였다니 포메라니안 포메라니안그램 포메스타그램 봄이 솜이 반려동물그램 댕댕이그램 독스타그램 개집사그램 포메는사랑입니다,2020-02-16,
2328,방통대 가는길 봐두었던 카페 2층 뷰 좋은데 노키즈 커피는 맛있네 탑립카페,2020-02-16,탑립커피
2329,도현이 잠들어서 잠시 쉴겸 괜찮아 보이는 카페 찾아20km 넘게 달려왔는데 노키즈존 이라 아쉽구만요커피맛은 최고 카페2085 제주도카페추천,2020-02-14,카페 2085
2330,간만에 집밥스타그램 전생에 내가 무슨 착한 일을 많이 했길래 밥해주는 남편을 다 만났을까 양배추돼지고기쌈 버섯리조또 우쉐프 사실 난 대학교때 애기 낳으면 유기농 간식을 직접 만들어서 먹일거라는 망언을 했더랬지 현실은 노키즈 노부엌 그땐그랬지,2020-02-13,동탄2신도시
2331,코로나 우리의 데이트를 막을 순 없어1955년부터의 독일가전 Braun 제품들이 전시되어 있는 노키즈 노펫 모노라보르 카페 도심에서 즐기는 제주음식점 재주당 과 나의 최애 마카롱 카페 our favorite things 성공적인 주말 데이트였다 v,2020-02-12,전라도광주광역시
2332,경주카페 엘로우 LLOW LLOW 엘로우 한옥카페 시그니처메뉴 슬로우커피 소금 초콜릿 생크림 의 단짠의 조화 경주카페 경주핫플 보문단지 예쁜카페 인테리어 이쁘다 커피스타그램 커피 카페인충전 coffee 노키즈 under14 노펫 오늘 뭐하지 뭐먹지 최고고민 힐링 여행 국내여행 gyeongju travel,2020-02-12,엘로우(Llow)
2333,크림라떼요거맛있네 글로리커피 글로리크림라떼 맞나 커피스타그램 커피 라떼스타그램 노키즈 신나 탈출 해방 그립다,2020-02-10,
2334,아주 잠시지만 자부타임 목요일에 또가야지 김해 봉리단길 쉐어테이블 어제기록 그릭요거트 JMT 이카페는찐이다,2020-02-10,
2335,불금 겟올라잇 노키즈 불의고리 자유부인,2020-02-07,
2336,어쩜 취향도 제각각 포인트빌 포인트빌카페 분위기깡패커피숍 이었는데 우리도 아줌마지만 경로당분위기 시끌벅적 노키즈 노펫존 이면 뭐함,2020-02-04,
2337,비엔나커피 여긴 이걸 먹어줘야해요 라겟옴 대구카페 대구신상카페 대구핫플 대구신상핫플 비엔나커피 데일리 대구핫플투어 dessert jmt coffee instamood 육아소통 온더테이블 대구커피맛집 먹방일기,2020-02-01,
2338,달고나시리즈 개시,2020-02-01,패밀리어카페
2339,한신포차에 닭발 먹으러 갔는데 초딩있으면 테이블에 술을 줄수 없다묘 그래서신사동 홍미닭발로 궈궈 전에 강남역 홍미보담 매웠지만 매우 만족스럽게 먹고 2차는 맨하탄슈퍼 배부른데 간단한 안주로 좋으네요 한신포차 노키즈 신사동 홍미닭발 국물닭발 맛들림 가로수길 맨하탄슈퍼,2020-01-27,강남구 신사동
2340,진도카페 라스또리아둘이 수다좀 떨랬더니아주 두녀석이 오두방정 개민폐부려서 커피타임 10분도 못가지고 집에옴 하 한놈이라도 봐주지 아내 황금같은 커피타임을 이렇게 망치다니 생일축하해 커피타임,2020-01-26,
2341,고백하자면 지금은 한 아이의 엄마고 이렇게 열렬히 노 키즈존 에 대한 찬반 논의 자체가 있어서는 안 될 일이라 외치고 있는 나의 20대는 왜 이렇게 아이들은 시끄럽고 정신없지 아 정말 애들 싫어 라고 이야기하는 그런 어른이었다 아이라는 존재를 사랑 으로 바라보기보다는 낯설어하고 불편해하는 그런 어른이었다 결혼을 했어도 아이를 낳아 키우는 것은 자신이 없던 그런 어른이었다 만삭으로 아이를 낳기 직전까지도 마트나 식당에서 같은 공간을 공유하는 아이들이 내가 아는 어린아이들의 전부였고 그런 아이들을 보는 나의 시선은 차갑고 냉정하기 그지 없었다 그래서 지금 이렇게 변화해 버린 한국의 현재를 만드는데 과거의 나 역시 일조를 한 것만 같아 그 죄책감을 떨쳐버릴 수 없어 이렇게 자판을 두드리고 있는 중이다 그래서 더더욱 알리고 싶었다 나도 몰랐다고 이렇게 작고 어리고 아직 한참 이 사회를 배우는 중인 이 아이들이 얼마나 사랑받아 마땅한 존재들인지 어떤 어른이 흘겨보던 시선 내에 머문 소란스러운 존재가 아닌 그 외의 공간에서 반짝반짝 빛을 내며 사람들을 행복하게 해주는 것이 아이들이라고 그러니 No Kids가 아닌 따뜻한 시선으로 사랑해달라고 말이다 그리고 같은 사회 내의 모든 아이들을 지켜보면서 성인인 우리도 함께 더 나은 인간으로 성장할 수 있는 기회를 놓치고 이대로 멀어지지 말아 달라고 그렇게 모두에게 꼭 알리고 싶었던 이야기는 브런치 맨모삼천지교 에서 만나보세요 프로필 링크 맨모삼천지교 브런치 작가 육아 노키즈 예스키즈 혐오 맘충 부모 양육 문화 배려 정의 아이 어린이 작은어른 리틀 키즈 newyork manhattan life parenting kids respect frozen2 겨울왕국 nyc 미국 usa,2020-01-24,뉴욕
2342,크로아상 노키즈,2020-01-24,au bon beurre
2343,천안여행 천안카페급 떠난 천안 여행인데 감사하게 언니오빠가 함께 놀아주시고 이렇게 예쁜 천안카페 데리고 와주셨다 아니 이 시골에 이런 곳이 라고 생각 할 정도로 시내에서 꽤 먼 곳에 있지만 분위기와 멋은 아주 멋졌다 천안 가시는 분들은 교토리 방문해보세요 진짜 좋아욥 교토리카페 깨알팁천안시 동남구 북면 위례성로 78211AM 10PM 매일 Kyotori 아이들도 함께 방문가능한 천안키즈카페루프트탑은 노키즈 안전상의 문제로인해2PM엔 햇빛이 들어와서 더 예쁜 카페안1 2층 옥상 모두 느낌이 다르니 구경해보고 자리선택하기Photo by outside er,2020-01-19,교토리
2344,20 01 19 김장 친정 방앗간방앗간첨가본 울 촌딸들신기해서 기웃기웃다른 할머니들은 귀엽다고 구경하라하고오빠도 첨본다며 계속 구경 으이그부산촌놈 김장엔수육 저녁먹고 핫한카페2층은 노키즈 라 구경못하고 베이커리맛집 강주연못카페 로터스커피 점심은 홍콩짬뽕 쟁반짜장 무엇을상상하든그이상 투공주그램,2020-01-19,
2345,만석장 백년가게 북한산둘레길 play 카페플레이 노키즈 계곡 눈오는날 와보자 likeforlikes 맞팔 like4likes likeforfollow likelike like4follow 선팔하면맞팔 좋아요 반사 좋반 좋아요 좋아요,2020-01-18,만석장
2346,오랫만에 노키즈 완전체 일당들 푸짐한 1차덕분에 망한 신년회아쉽지만 역시 즐겁고 즐겁고 즐겁고 또만나요 회비탕진잼,2020-01-12,
2347,202001112주동안 우리한테 감기 옮아서 나랑 엄마랑 돌아가면서 고생해서 오빠가 인천에 아주 좋은 찜질방있다며 가자고했다 그래서 신나게 준비해서 인천공항고속도로를 막 밟아 도착해보니 만 10세 이상이거나 키가 130이상인 아이부터 입장이 가능하단다 직원분도 우리가 짠하셨는지 원래 당일 예매 취소 못한다던데 취소해주시고 주변 구경이나 하고 가자니까 원래 안해주는건데 아기때문이니까라며 무료주차 두시간도 해주셨다 감사합니다아 건물에서 나오자마자 조명부터 음악까지 두근두근 했는데나중에 다시 한번 와봐야지 꼭꼭 이제 마음다잡고 우리동네에서 젤 좋은 찜질방으로 출발 파라다이스시티호텔 씨메르 구경잘하고갑니다 노키즈 우리가40센치만더컸어도,2020-01-11,
2348,춘천 예쁜 카페에서 사진 찍고 보니 은수가 올려둔 요괴메카드 밝고 깔끔하고 예뻤던 곳 reminiscence 춘천카페 남춘천카페,2020-01-11,
2349,분위기 좋은 곳 보다맛있는 곳이 좋은 나이햇살도 좋고 여유있고 재잘재잘 수다 떨기 참 좋았당 힛 경주 황리단길 고도커피 크림샤워 커피스타그램 사진고자,2020-01-10,경상북도 경주
2350,노키즈관 정당한 권리라고 볼 수 있을까 안녕하세요 학우 여러분 좋은 방학 보내고 계신가요 얼마 전 전 세계적으로 큰 인기를 끌었던 연령대를 막론하고 남녀노소 모두 즐겨 본 영화인데요 이와 동시에 노키즈관 에 대한 여론도 뜨겁게 달궈지고 있습니다 꾸밈없는 기자들의 자유토크 코너에서 노키즈관 에 대해 다루게 됐습니다 영상으로 확인해주세요 https youtu be T4gYhOQr8EY 서울여대학보 서울여대 학보사 노키즈 노키즈관 겨울왕국2 꾸기자 기자 자유토크,2020-01-07,
2351,쥬에 한남 한남동맛집 딤섬 북경오리 2020 신년모임 노키즈 라서 애들하고 올 수가없네 흑 분위기도 굿 맛도 굿 담에 남표니랑 둘이와야게따,2020-01-04,JUÉ I 쥬에
2352,우헤헤 안주나와따,2020-01-04,
2353,꽃미남 노키즈 노게인,2020-01-04,
2354,까페그램 와보고싶엇던곳 엘리브 노키즈2층가고싶엇는데1층에서먹고나옴 빵 커피 모두 맛잇다 귀산까페 크록스좀신지마,2020-01-04,
2355,동네멋진카페가 생겼 으나사람이 엄청 많고 노키즈라 일부 공간 이용만 가능하다아쉽다 막상 가보니 왜 노키즈인지 알것 같았음고가의 여러 도자기 또는 장식품이 진열되어 있음난 깨가 들어간 구름산라떼 한 잔 소하고택 광명카페 좋음 사람많음 노키즈 그름산라떼,2020-01-02,소하고택
2356,세부여행5일차 필리핀은 12 31일이 최대의 페스티벌대형쇼핑몰도 7시 되니 모두 클로징호텔 카운팅 파티를 눈앞에 두고이노무시끼들 때문에카페에서 오늘까지만 판매하는 레드벨벳파르페로 맘 달래고 있는 중파티 노키즈 흑흑흑호텔로비엔 파티참가자들로 북적북적 그래도 눈에 넣어도 안 아픈 너희들이기에 참는당이따 방에가서 우리들만의 카운팅파티를 하즈아모두 새해 복 많이 받으세요 세부여행중 겨울방학여행중 세부 세부시티 바이호텔 12월31일 카운트다운파티 노키즈 카페 레드벨벳 해피뉴이어,2019-12-31,
2357,에버주민 송년회 회관 삼겹살 볶음밥 jmt 6시반 모임시작 9시 해산 바람직 노키즈 신랑감사 30분 늦게와서 큰아들한테 잔소리들음,2019-12-29,
2358,2019년 노키즈 송년 모임새해 복 많이 받자 노키즈 송년모임 이태원 고기집딸 서스티몽크 저렴한주막 와인맥주소주 고마워 즐거운주말저녁 내년에도잘부탁해 여행가자 janna gyu 닥터박부부신년회함께합시당,2019-12-29,이태원
2359,영도에 왔으니 신기산업 와줘야쥬사실 신기여울이나 손목서가를 가보고 싶었는데지안이 데려 갈려니 큰 곳이 나을 것 같다는 생각에이 곳으로 왔다 이 날 우리가 좀 일찍 갔더니전세 낸 듯이 있어서 넘 좋았던가뜩이나 고지대인 이 곳에몇층짜리 였더라 무튼 4층 까지 통건물에 옆에도 밑에도 건물이 옴총 큰 신기산업 영상으로 보세유 루프탑은 노키즈 입니동 지하에는 신기잡화점 이 있어용 신기산업 부산여행 부산핫플 영도핫플 영도카페 흰여울길 부산영도 부산 딸맘 아기랑부산 부산가볼만한곳 육아소통 대구맘 팔로우 인친 오오티디 아웃핏 부산카페투어 신기잡화점 신기여울 손목서가 다음기회에,2019-12-28,영도 신기산업
2360,In춘천 춘천 가평 부부 결혼기념 크리스마스 데이트 카페 어스17 earth17 음악 LP카페 노키즈 소양강 뷰맛집 힐링,2019-12-26,
